180503141346,53.36582,14.66544
180503141346,53.36575,14.66549
180503141347,53.36575,14.66549
180503141347,53.36575,14.66549
180503141347,53.36575,14.66550
180503141347,53.36574,14.66550
180503141348,53.36586,14.66541
180503141350,53.36578,14.66527
180503141351,53.36578,14.66532
180503141352,53.36578,14.66534
180503141353,53.36577,14.66536
180503141354,53.36577,14.66538
180503141355,53.36576,14.66539
180503141356,53.36575,14.66541
180503141357,53.36574,14.66542
180503141358,53.36573,14.66543
180503141359,53.36572,14.66544
180503141400,53.36571,14.66545
180503141401,53.36570,14.66546
180503141402,53.36569,14.66547
180503141403,53.36568,14.66547
180503141404,53.36567,14.66547
180503141405,53.36566,14.66548
180503141406,53.36565,14.66549
180503141407,53.36565,14.66550
180503141408,53.36563,14.66551
180503141409,53.36562,14.66552
180503141410,53.36561,14.66553
180503141411,53.36560,14.66555
180503141412,53.36559,14.66556
180503141413,53.36558,14.66557
180503141414,53.36557,14.66559
180503141415,53.36556,14.66560
180503141416,53.36555,14.66561
180503141417,53.36554,14.66562
180503141418,53.36553,14.66564
180503141419,53.36552,14.66565
180503141420,53.36551,14.66566
180503141421,53.36550,14.66567
180503141422,53.36549,14.66568
180503141423,53.36548,14.66569
180503141424,53.36547,14.66570
180503141425,53.36546,14.66571
180503141426,53.36544,14.66572
180503141427,53.36543,14.66573
180503141428,53.36542,14.66575
180503141429,53.36541,14.66576
180503141429,53.36540,14.66577
180503141430,53.36539,14.66579
180503141431,53.36538,14.66580
180503141432,53.36537,14.66582
180503141433,53.36536,14.66584
180503141434,53.36535,14.66585
180503141435,53.36534,14.66587
180503141436,53.36533,14.66588
180503141437,53.36533,14.66590
180503141438,53.36532,14.66592
180503141439,53.36531,14.66593
180503141440,53.36531,14.66595
180503141441,53.36530,14.66597
180503141442,53.36530,14.66599
180503141443,53.36529,14.66600
180503141444,53.36529,14.66602
180503141445,53.36528,14.66603
180503141446,53.36528,14.66604
180503141447,53.36528,14.66606
180503141448,53.36528,14.66608
180503141449,53.36527,14.66611
180503141450,53.36527,14.66613
180503141451,53.36527,14.66615
180503141452,53.36527,14.66617
180503141453,53.36527,14.66619
180503141454,53.36526,14.66621
180503141455,53.36526,14.66623
180503141456,53.36526,14.66625
180503141457,53.36526,14.66627
180503141458,53.36526,14.66629
180503141459,53.36526,14.66631
180503141500,53.36526,14.66632
180503141501,53.36525,14.66634
180503141502,53.36525,14.66636
180503141503,53.36525,14.66638
180503141504,53.36525,14.66640
180503141505,53.36525,14.66642
180503141506,53.36525,14.66644
180503141507,53.36524,14.66646
180503141508,53.36524,14.66648
180503141509,53.36524,14.66650
180503141510,53.36524,14.66652
180503141511,53.36524,14.66654
180503141512,53.36524,14.66655
180503141513,53.36524,14.66657
180503141514,53.36524,14.66659
180503141515,53.36524,14.66662
180503141516,53.36524,14.66664
180503141517,53.36523,14.66666
180503141518,53.36523,14.66668
180503141519,53.36523,14.66670
180503141520,53.36523,14.66672
180503141521,53.36523,14.66674
180503141522,53.36523,14.66676
180503141523,53.36523,14.66678
180503141524,53.36522,14.66680
180503141525,53.36522,14.66683
180503141526,53.36522,14.66686
180503141527,53.36522,14.66688
180503141528,53.36523,14.66691
180503141529,53.36523,14.66693
180503141530,53.36522,14.66695
180503141531,53.36522,14.66697
180503141532,53.36522,14.66699
180503141533,53.36522,14.66701
180503141534,53.36522,14.66704
180503141535,53.36522,14.66706
180503141536,53.36522,14.66708
180503141537,53.36522,14.66710
180503141538,53.36522,14.66713
180503141539,53.36522,14.66715
180503141540,53.36521,14.66717
180503141541,53.36521,14.66719
180503141542,53.36521,14.66722
180503141543,53.36521,14.66724
180503141544,53.36521,14.66726
180503141545,53.36521,14.66728
180503141546,53.36520,14.66730
180503141547,53.36520,14.66732
180503141548,53.36520,14.66734
180503141549,53.36520,14.66736
180503141550,53.36519,14.66737
180503141551,53.36519,14.66740
180503141552,53.36519,14.66742
180503141553,53.36519,14.66744
180503141554,53.36519,14.66746
180503141555,53.36519,14.66749
180503141556,53.36519,14.66751
180503141557,53.36519,14.66753
180503141558,53.36518,14.66755
180503141559,53.36518,14.66757
180503141600,53.36518,14.66759
180503141601,53.36518,14.66761
180503141602,53.36518,14.66763
180503141603,53.36518,14.66766
180503141604,53.36518,14.66768
180503141605,53.36518,14.66771
180503141606,53.36518,14.66773
180503141607,53.36518,14.66775
180503141608,53.36518,14.66778
180503141609,53.36517,14.66780
180503141610,53.36517,14.66782
180503141611,53.36516,14.66784
180503141612,53.36515,14.66785
180503141613,53.36514,14.66785
180503141614,53.36513,14.66784
180503141615,53.36511,14.66784
180503141616,53.36510,14.66783
180503141617,53.36509,14.66783
180503141618,53.36507,14.66782
180503141619,53.36506,14.66782
180503141620,53.36505,14.66782
180503141621,53.36503,14.66783
180503141622,53.36502,14.66784
180503141623,53.36501,14.66786
180503141624,53.36500,14.66787
180503141625,53.36500,14.66790
180503141626,53.36499,14.66791
180503141627,53.36498,14.66793
180503141628,53.36496,14.66794
180503141629,53.36495,14.66795
180503141630,53.36494,14.66796
180503141631,53.36492,14.66796
180503141632,53.36491,14.66796
180503141633,53.36490,14.66796
180503141634,53.36488,14.66796
180503141635,53.36487,14.66797
180503141636,53.36485,14.66797
180503141637,53.36484,14.66797
180503141638,53.36483,14.66798
180503141639,53.36481,14.66799
180503141640,53.36480,14.66801
180503141641,53.36479,14.66802
180503141642,53.36478,14.66804
180503141643,53.36477,14.66805
180503141644,53.36476,14.66806
180503141645,53.36475,14.66808
180503141646,53.36474,14.66810
180503141647,53.36473,14.66811
180503141648,53.36472,14.66813
180503141649,53.36471,14.66815
180503141650,53.36471,14.66817
180503141651,53.36470,14.66819
180503141652,53.36469,14.66821
180503141653,53.36468,14.66823
180503141654,53.36467,14.66825
180503141655,53.36466,14.66827
180503141656,53.36465,14.66829
180503141657,53.36465,14.66830
180503141658,53.36464,14.66832
180503141659,53.36463,14.66834
180503141700,53.36462,14.66836
180503141701,53.36461,14.66838
180503141702,53.36460,14.66839
180503141703,53.36459,14.66841
180503141704,53.36459,14.66842
180503141705,53.36458,14.66845
180503141706,53.36457,14.66847
180503141707,53.36456,14.66849
180503141708,53.36455,14.66851
180503141709,53.36454,14.66853
180503141710,53.36454,14.66855
180503141711,53.36453,14.66857
180503141712,53.36452,14.66859
180503141713,53.36452,14.66861
180503141714,53.36451,14.66862
180503141715,53.36451,14.66864
180503141716,53.36450,14.66865
180503141717,53.36450,14.66866
180503141718,53.36449,14.66867
180503141719,53.36448,14.66869
180503141720,53.36447,14.66871
180503141721,53.36446,14.66872
180503141722,53.36445,14.66874
180503141723,53.36444,14.66876
180503141724,53.36443,14.66878
180503141725,53.36442,14.66879
180503141726,53.36441,14.66881
180503141727,53.36440,14.66883
180503141728,53.36439,14.66884
180503141729,53.36438,14.66886
180503141730,53.36437,14.66887
180503141731,53.36436,14.66889
180503141732,53.36435,14.66890
180503141733,53.36435,14.66892
180503141734,53.36434,14.66894
180503141735,53.36433,14.66895
180503141736,53.36432,14.66897
180503141737,53.36431,14.66899
180503141738,53.36431,14.66900
180503141739,53.36430,14.66901
180503141740,53.36430,14.66902
180503141741,53.36430,14.66902
180503141742,53.36430,14.66902
180503141743,53.36430,14.66902
180503141744,53.36430,14.66902
180503141745,53.36430,14.66902
180503141746,53.36430,14.66902
180503141747,53.36430,14.66902
180503141748,53.36430,14.66902
180503141749,53.36430,14.66902
180503141750,53.36430,14.66902
180503141751,53.36430,14.66902
180503141752,53.36430,14.66902
180503141753,53.36430,14.66902
180503141754,53.36430,14.66902
180503141755,53.36430,14.66902
180503141756,53.36430,14.66902
180503141757,53.36430,14.66902
180503141758,53.36430,14.66902
180503141759,53.36430,14.66902
180503141800,53.36430,14.66902
180503141801,53.36430,14.66902
180503141802,53.36430,14.66903
180503141803,53.36429,14.66904
180503141804,53.36429,14.66905
180503141805,53.36428,14.66907
180503141806,53.36427,14.66908
180503141807,53.36426,14.66910
180503141808,53.36425,14.66912
180503141809,53.36424,14.66914
180503141810,53.36423,14.66916
180503141811,53.36423,14.66918
180503141812,53.36422,14.66920
180503141813,53.36421,14.66922
180503141814,53.36420,14.66924
180503141815,53.36419,14.66925
180503141816,53.36419,14.66927
180503141817,53.36418,14.66928
180503141818,53.36417,14.66930
180503141819,53.36416,14.66931
180503141820,53.36415,14.66933
180503141821,53.36414,14.66935
180503141822,53.36413,14.66937
180503141823,53.36412,14.66939
180503141824,53.36411,14.66941
180503141825,53.36410,14.66942
180503141826,53.36409,14.66944
180503141827,53.36408,14.66946
180503141828,53.36408,14.66948
180503141829,53.36407,14.66949
180503141830,53.36406,14.66951
180503141831,53.36405,14.66953
180503141832,53.36405,14.66954
180503141833,53.36404,14.66956
180503141834,53.36403,14.66958
